"date","FCmean","FCH4mean"
20220318,-1.36830773913043,10.2772668292683
20220319,-2.36350714583333,8.44448690625
20220320,-1.47012864583333,13.0457372340426
20220321,-1.68235316666667,10.2866505142857
20220322,-0.944134072727273,5.57701124242424
20220323,-1.54118342553191,8.73869577777778
20220324,-1.27534229787234,11.1390839583333
20220325,-1.71305441978723,11.9685314
20220326,-1.5800691,9.06053209302326
20220327,-1.69504721304348,NA
20220328,-1.4299060625,NA
20220329,-1.845629125,NA
20220330,-1.9578349675,NA
20220331,-1.2502472826087,2.61608954545455
20220401,-1.43136633333333,10.2095757692308
20220402,0.574367545454546,NA
20220403,-1.64427611111111,NA
20220404,-1.58128589130435,NA
20220405,-0.30890285106383,NA
20220406,-0.465752044444444,NA
20220407,-1.4980170212766,NA
20220408,-2.25222136808511,NA
20220409,-2.01133195744681,NA
20220410,-2.33501052173913,NA
20220411,NA,NA
20220412,-0.826818720930233,NA
20220413,-2.62370963958333,NA
20220414,NA,NA
20220415,NA,NA
20220416,NA,NA
20220417,NA,NA
20220418,NA,NA
20220419,NA,NA
20220420,NA,NA
20220421,-1.69775286666667,NA
20220422,-2.00844110416667,NA
20220423,-1.96688014583333,NA
20220424,-0.320059953488372,NA
20220425,-2.29090348888889,NA
20220426,-1.82162323829787,NA
20220427,-2.51703912340426,NA
20220428,-2.23146009090909,NA
20220429,-2.47368163829787,NA
20220430,-2.186132875,NA
20220501,0.471527227272727,NA
20220502,-1.67610321276596,NA
20220503,NA,NA
20220504,NA,27.5172040555556
20220505,-1.47094685106383,23.1254717021277
20220506,-1.76904997948718,18.2098040625
20220507,-1.2667654375,29.1386595243902
20220508,-2.21685870454545,22.3506685714286
20220509,-2.12600976145833,NA
20220510,-1.91773434042553,NA
20220511,-2.1106438,NA
20220512,-2.33778052083333,NA
20220513,-1.35182482926829,NA
20220514,-3.03353923913043,NA
20220515,-1.86931136170213,NA
20220516,-2.26663988888889,NA
20220517,-2.27048002083333,NA
20220518,NA,NA
20220519,NA,NA
20220520,NA,NA
20220521,NA,NA
20220522,NA,NA
20220523,NA,NA
20220524,NA,NA
20220525,NA,NA
20220526,NA,NA
20220527,NA,NA
20220528,NA,NA
20220529,NA,NA
20220530,NA,NA
20220531,NA,NA
20220601,NA,NA
20220602,NA,NA
20220603,NA,NA
20220604,NA,NA
20220605,NA,NA
20220606,NA,NA
20220607,-2.48997165957447,NA
20220608,NA,NA
20220609,NA,NA
20220610,NA,59.389627027027
20220611,-1.90745579069767,77.8737277777778
20220612,-3.22969891304348,69.8804371428571
20220613,-2.19676925531915,NA
20220614,-2.45597010638298,NA
20220615,-3.48319095833333,NA
20220616,-1.46868184782609,NA
20220617,-2.012570375,NA
20220618,-2.16823995998542,NA
20220619,-1.52225465957447,NA
20220620,-0.317892608695652,NA
20220621,1.70703309523809,NA
20220622,-2.02625876595745,NA
20220623,-0.748541255319149,NA
20220624,-1.47334035531915,99.3505888888889
20220625,-2.77265802325581,99.8313371428571
20220626,-0.330632547619048,42.202675
20220627,-1.26714837209302,52.3530646341463
20220628,-1.9100729787234,53.2136847826087
20220629,-1.29934318181818,51.8225595
20220630,NA,60.5599384615385
20220701,-1.04812710638298,71.8087794871795
20220702,-2.98132227272727,89.1625023255814
20220703,NA,NA
20220704,NA,NA
20220705,NA,NA
20220706,NA,NA
20220707,NA,NA
20220708,NA,NA
20220709,NA,NA
20220710,NA,NA
20220711,NA,NA
20220712,NA,NA
20220713,NA,NA
20220714,NA,NA
20220715,NA,65.7053864411765
20220716,-5.92340505128205,55.9233965625
20220717,-2.74383342340426,95.8821063829787
20220718,-4.23228655555556,108.048685853659
20220719,-2.87794152083333,134.625095833333
20220720,-1.482486,82.603640625
20220721,-3.15542527083333,150.03144375
20220722,-3.17483041304348,NA
20220723,-3.23279876595745,NA
20220724,-3.96581186046512,NA
20220725,-2.77547524444444,NA
20220726,-5.00720076590909,NA
20220727,-3.55144337209302,NA
20220728,-0.465709,108.900536111111
20220729,-2.28381827659574,NA
20220730,-4.20154045454545,NA
20220731,-3.21835195454545,NA
20220801,1.26536720930233,NA
20220802,NA,104.559762068966
20220803,-4.83749317073171,NA
20220804,NA,NA
20220805,-4.87310086956522,NA
20220806,-3.35522856818182,NA
20220807,-1.73465765957447,NA
20220808,-2.09293037777778,NA
20220809,-1.46796127272727,NA
20220810,-0.962245619047619,NA
20220811,-2.71436786842105,NA
20220812,-2.41883977272727,NA
20220813,-4.80678734782609,NA
20220814,-4.7838388,NA
20220815,-3.67898472340426,NA
20220816,-3.39634468085106,NA
20220817,-3.56891382978723,NA
20220818,-3.13732597560976,NA
20220819,-2.36205489361702,NA
20220820,0.015711534883721,NA
20220821,-3.44341713636364,NA
20220822,-3.7060980952381,NA
20220823,-1.64662553333333,NA
20220824,NA,NA
20220825,NA,83.1725805555556
20220826,-0.611476052631579,78.9292428571429
20220827,-3.82474432608696,141.998658974359
20220828,-5.54600808695652,148.851247619048
20220829,-2.89090355555556,129.338948780488
20220830,-3.48651906521739,172.213204255319
20220831,-4.09086265116279,183.925300434783
20220901,-2.84185563043478,226.683354545455
20220902,-4.44730090909091,184.651738297872
20220903,-4.44422322727273,219.268313333333
20220904,-3.68350739130435,194.246110869565
20220905,-5.61726028571429,167.103918461538
20220906,-2.25748895238095,128.142169230769
20220907,-1.81018133333333,178.975246511628
20220908,-2.52467042553192,112.407180952381
20220909,-2.57783002272727,101.75255375
20220910,-5.20757604444444,76.7318402380952
20220911,-4.79723021276596,139.295519047619
20220912,-4.03862142857143,168.941455813953
20220913,-2.76722479166667,167.000985416667
20220914,-3.10455411111111,124.439013333333
20220915,-2.85734685416667,109.287784782609
20220916,-2.45163608510638,137.091247826087
20220917,-1.54219862222222,83.7365121951219
20220918,-1.88742797916667,154.56143125
20220919,-4.33282937,187.985914102564
20220920,-4.81941970731707,109.595364166667
20220921,-2.37250206818182,179.978435
20220922,-3.73748075,194.743888372093
20220923,-2.07698085106383,151.308271111111
20220924,-3.213494,136.613928947368
20220925,-2.86608510638298,107.675854761905
20220926,-1.54254108695652,170.242831818182
20220927,-1.68849479166667,118.568355319149
20220928,-2.51617638297872,55.9853617391304
20220929,-2.67758520833333,39.6832368085106
20220930,-3.08923006666667,63.3527925
20221001,-2.38121632608696,41.1363682608696
20221002,-2.07272468085106,44.9842297826087
20221003,-2.33631788888889,41.9934065116279
20221004,-1.19512021276596,36.7420489361702
20221005,-2.74789707317073,26.272269047619
20221006,-2.90282665957447,33.3610293181818
20221007,-3.13354895555556,38.1290235294118
20221008,-1.9181349047619,NA
20221009,-1.6103335625,NA
20221010,-1.56788260869565,NA
20221011,-1.56912106382979,NA
20221012,-2.5747734,NA
20221013,-2.62673702564103,NA
20221014,-0.964020347826087,NA
20221015,-1.36519285106383,NA
20221016,-1.83220065217391,NA
20221017,-0.673905023255814,NA
20221018,-1.79378193617021,NA
20221019,-2.38197162790698,NA
20221020,-2.70710352272727,NA
20221021,-2.81271431136364,NA
20221022,-2.09237875555556,NA
20221023,-1.66381941304348,NA
20221024,-2.24188184090909,NA
20221025,-1.37232322222222,NA
20221026,-1.74843558666667,NA
20221027,-0.839526130434783,29.4086389130435
20221028,0.0800365869565218,24.7319454761905
20221029,NA,29.420465
20221030,-2.00843844680851,31.549191025641
20221031,-2.83902069047619,26.7883513157895
20221101,-0.882713048780488,25.5569325
20221102,-1.49006862790698,23.087303902439
20221103,-0.560076291666667,27.37856
20221104,-1.41379982978723,48.2600422222222
20221105,NA,NA
20221106,-1.62740516666667,35.2385248387097
20221107,-0.75558669047619,NA
20221108,-0.374724787234043,NA
20221109,-0.825591340425532,NA
20221110,-1.72344044680851,NA
20221111,-1.1877942826087,NA
20221112,1.22099864444444,NA
20221113,-2.15893593478261,NA
20221114,-2.01121395652174,NA
20221115,-0.153936891891892,NA
20221116,-1.50285691666667,NA
20221117,-0.451770041666667,NA
20221118,-0.889484739130435,NA
20221119,NA,NA
20221120,-0.910242652173913,NA
20221121,-1.65417095555556,NA
20221122,0.406678868085106,NA
20221123,-1.21498097826087,NA
20221124,-0.132311066666667,NA
20221125,NA,NA
20221126,NA,NA
20221127,-0.528191319148936,NA
20221128,-1.15821808510638,NA
20221129,-0.983763369565217,NA
20221130,-0.482625568181818,NA
20221201,-0.898534326086956,NA
20221202,-1.20172439130435,NA
20221203,-0.218203023255814,NA
20221204,0.6116895,NA
20221205,-0.259298869565217,NA
20221206,-0.442828770833333,NA
20221207,-0.63976288372093,NA
20221208,0.444009666666667,NA
20221209,-0.00593311111111107,32.27320625
20221210,-1.08718055555556,22.461005
20221211,NA,16.20114
20221212,0.00424249999999998,26.265058372093
20221213,-0.765104779166667,20.0443302380952
20221214,-0.924746813953488,15.7002397142857
20221215,-0.804614161363636,24.2528166666667
20221216,-1.22499311627907,19.1986923263158
20221217,-0.00435938636363634,22.4544391111111
20221218,-1.39180929787234,19.668
20221219,NA,NA
20221220,NA,NA
20221221,NA,NA
20221222,NA,NA
20221223,NA,NA
20221224,NA,NA
20221225,NA,NA
20221226,NA,NA
20221227,NA,NA
20221228,NA,NA
20221229,NA,NA
20221230,NA,NA
20221231,NA,NA
20230101,-2.09876948648649,NA
20230102,0.354357234042553,NA
20230103,0.499157043478261,NA
20230104,0.536559045454545,NA
20230105,-0.394740581395349,NA
20230106,-1.14289706521739,NA
20230107,-0.707051909090909,NA
20230108,1.61445742,NA
20230109,-0.964900311363636,NA
20230110,-0.763104187804878,NA
20230111,-0.0709596333333333,18.6526076086957
20230112,1.21155688888889,14.2903318444444
20230113,-0.60310710625,23.7397140425532
20230114,-1.55901428888889,17.7581868888889
20230115,-1.60031275609756,11.902695725
20230116,-0.159383893617021,18.4562958333333
20230117,-0.559800762765957,16.3727993181818
20230118,-0.258741574468085,21.89754075
20230119,-0.4643431975,13.374959
20230120,-0.842869627659574,11.2036371428571
20230121,0.0665954809523809,8.34690282352941
20230122,2.04036958333333,27.1777766666667
20230123,-1.89142884782609,16.3698076086957
20230124,0.0455316636363636,9.49042313333333
20230125,-1.14590741860465,18.7116306976744
20230126,-1.76328031914894,16.609377173913
20230127,-1.43344906382979,17.1936748888889
20230128,-1.53281606382979,12.2792686086957
20230129,-0.613924826086957,NA
20230130,-0.0400856808510638,NA
20230131,-0.268667955813953,NA
20230201,NA,NA
20230202,-1.03279263636364,NA
20230203,0.205222209302326,13.9076792083333
20230204,-1.59375966666667,9.56529711538461
20230205,-1.65207035744681,NA
20230206,-2.44619612195122,NA
20230207,-0.609118590909091,NA
20230208,-0.830354340425532,NA
20230209,-3.93676166666667,NA
20230210,NA,NA
20230211,1.14990531818182,NA
20230212,-1.84018673125,NA
20230213,-2.59328041304348,NA
20230214,-2.57877860465116,NA
20230215,-1.25839725,NA
20230216,-1.60985613191489,NA
20230217,-3.54406454054054,NA
20230218,-2.77847458695652,NA
20230219,-2.76534402272727,NA
20230220,-1.72122660869565,NA
20230221,-1.12680876595745,NA
20230222,-1.31064252083333,NA
20230223,-0.906217145833333,NA
20230224,-1.44677641304348,NA
20230225,-1.03292675,NA
20230226,-1.96587614893617,NA
20230227,-1.73396595833333,NA
20230228,-2.06613629166667,NA
20230301,-3.06742331914894,NA
20230302,-3.16543041666667,NA
20230303,-2.98559727659574,NA
20230304,-3.94632128888889,NA
20230305,-3.49386063478261,NA
20230306,-1.89084973541667,NA
20230307,-1.71620464583333,NA
20230308,-3.96130531914894,NA
20230309,-2.92817231914894,NA
20230310,-2.35244564583333,NA
20230311,-3.76870854166667,NA
20230312,-2.76415644444444,NA
20230313,-3.15814465116279,NA
20230314,-6.29264612820513,NA
20230315,-3.82341700208333,NA
20230316,-5.22269140425532,NA
20230317,NA,NA
20230318,-3.15373569574468,NA
20230319,-4.278243,NA
20230320,-4.00412491489362,NA
20230321,-4.93122187234043,NA
20230322,-4.70380047916667,NA
20230323,-4.31206235416667,NA
20230324,-4.45702633333333,NA
20230325,-2.29712391086957,NA
20230326,-4.2180475,NA
20230327,-3.42312625,NA
20230328,NA,NA
20230329,-2.54349774468085,NA
20230330,-6.18009470212766,NA
20230331,-5.92658905,NA
20230401,-3.66539879166667,NA
20230402,-4.63145589130435,NA
20230403,-4.32294922916667,NA
20230404,-5.4780641875,NA
20230405,-5.03943020833333,NA
20230406,-2.73055395348837,NA
20230407,1.312031125,NA
20230408,-4.42483222222222,NA
20230409,-0.980380977272727,NA
20230410,-4.85796790697674,NA
20230411,-0.0995137999999999,7.09377958064516
20230412,1.22198023809524,2.76823739393939
20230413,-4.48874072340425,9.19279085416667
20230414,-5.81913858695652,11.0112136808511
20230415,NA,5.07403803703704
20230416,-9.63454216216216,4.51557251351351
20230417,-6.24700885555556,9.10132321428571
20230418,-5.65371397073171,12.128296
20230419,-5.6245965106383,5.52721671428571
20230420,-4.98222287083333,0.988929130434782
20230421,-2.9669162,-2.2988117027027
20230422,-7.87953141860465,7.55650711463415
20230423,-5.47480087708333,8.81608634146341
20230424,-6.65313642553191,NA
20230425,-5.31294657446808,NA
20230426,-5.51138355555556,NA
20230427,NA,NA
20230428,-5.50600430434783,NA
20230429,-2.21832776190476,NA
20230430,-4.68341426666667,NA
20230501,-4.26494174583333,NA
20230502,-6.35515886363636,NA
20230503,-4.64525073913043,NA
20230504,-5.3123959375,17.0377161304348
20230505,-3.64513134782609,14.3354051590909
20230506,NA,15.0911770588235
20230507,-5.13522416666667,9.09159793181818
20230508,-4.92058860416667,17.2307473617021
20230509,-5.11518270833333,15.0872649782609
20230510,-3.85376810416667,14.8827863125
20230511,-5.643369375,13.3102420653191
20230512,-4.99646958333333,14.7553715
20230513,-5.0765629375,13.9910723404255
20230514,-4.67709582608696,19.3236375555556
20230515,-2.64481477777778,30.4817736756757
20230516,-5.00963853191489,20.1230908372093
20230517,-4.14307579487179,21.7015358333333
20230518,-4.18534173913044,19.4312879545455
20230519,-4.85655152083333,17.0673086666667
20230520,-5.65823976744186,20.84313
20230521,-2.17771860416667,18.6066901363636
20230522,-4.64130645652174,22.9098737209302
20230523,-3.14203830769231,6.63365210526316
20230524,-4.06810979166667,20.8140692682927
20230525,NA,13.3794250238095
20230526,-5.01184129787234,13.7268541304348
20230527,-6.30983386046512,5.59117195121951
20230528,-5.97948311363636,20.5784066666667
20230529,-6.72870282222222,10.1657737209302
20230530,-2.39678771428571,18.8281056210526
20230531,NA,26.1854171794872
20230601,-3.54459231363636,15.2774205263158
20230602,-4.1474823875,19.2388421666667
20230603,-3.3766525,19.6457679487179
20230604,-3.02787546808511,30.1255990930233
20230605,-2.11171976595745,21.0149383181818
20230606,-4.27194376190476,7.59032846153846
20230607,-2.52477881818182,22.6872905230769
20230608,-2.88906757446808,32.2575000555556
20230609,-4.43043266666667,39.556086744186
20230610,-3.89040226666667,31.3666585
20230611,-3.15036783333333,38.3680217391304
20230612,-3.24723063829787,41.8457
20230613,-3.36330734042553,39.0428893617021
20230614,-3.930270625,23.61160595
20230615,-4.13413479166667,34.58450175
20230616,-2.60228082978723,40.0676182978723
20230617,-3.80901229166667,47.3267285106383
20230618,-3.05062631914894,44.1042839130435
20230619,-4.102659375,40.8754493541667
20230620,0.394830460465116,43.7706076
20230621,-4.66952697674419,NA
20230622,-3.73210960465116,NA
20230623,-1.32422913636364,NA
20230624,-2.82743342222222,NA
20230625,-3.29227541666667,NA
20230626,-3.66156060416667,NA
20230627,-2.54961947916667,NA
20230628,-1.55859917021277,NA
20230629,-2.55842660416667,51.8462777272727
20230630,-3.2961869375,38.9896466666667
20230701,-3.1307385,34.4828490909091
20230702,-2.50539460416667,30.5065182978723
20230703,-2.65207146808511,30.3933429787234
20230704,-3.2046931627907,30.00546675
20230705,-0.858476065217391,34.176852625
20230706,-2.88090706976744,45.1716
20230707,-4.77362011904762,45.6686558823529
20230708,-3.71984061904762,25.9447875609756
20230709,NA,37.2055272727273
20230710,-2.6288823255814,50.2850682926829
20230711,-2.28320251162791,47.273096
20230712,-1.603878,41.8081577777778
20230713,-1.03206714893617,39.5482395348837
20230714,-3.19060147916667,55.0637962790698
20230715,-3.334895875,50.8031485
20230716,-1.79048533043478,43.5569511111111
20230717,-3.87372951111111,36.0870755555556
20230718,-3.98034364583333,36.4436249772727
20230719,-3.78612809166667,40.0752593478261
20230720,-2.98051622916667,46.9412138636364
20230721,-2.25172446808511,55.767493902439
20230722,-3.01683002173913,61.8529425
20230723,-0.471118955555556,20.7563951724138
20230724,-2.59476382926829,41.1600924242424
20230725,-2.74915775609756,51.5786967368421
20230726,-3.56669059090909,40.4706588717949
20230727,-1.46541159090909,44.2778892307692
20230728,-3.04959808510638,35.3201045
20230729,-3.29336133333333,43.9691811363636
20230730,-4.7724049875,49.43070525
20230731,-3.135686375,47.1243847826087
20230801,-3.56421995833333,31.1801053333333
20230802,-1.09154604255319,18.5509205714286
20230803,-3.98323093333333,37.9641612195122
20230804,-2.7199068125,35.4656688888889
20230805,-1.92978436170213,47.2787468085106
20230806,-1.6772993125,53.1124
20230807,-1.73456145833333,37.1362145833333
20230808,-2.02540552083333,30.2690554166667
20230809,-1.60377882978723,28.3303542553192
20230810,-2.45214744680851,22.3437523913043
20230811,-2.43893564583333,26.3659336170213
20230812,-1.7209623125,33.7996433191489
20230813,-1.42244833333333,33.9221953191489
20230814,-2.08921660416667,33.6855645238095
20230815,-1.4341352826087,39.11307075
20230816,-2.06456782608696,38.0553951219512
20230817,-2.41187325,21.0177330769231
20230818,-2.68558897777778,28.4206397727273
20230819,-2.11916004166667,45.9863631914894
20230820,-1.56539015555556,49.6660456521739
20230821,-1.11622813333333,27.1178918181818
20230822,-0.887257020833333,16.0921318181818
20230823,-2.21935671111111,28.0861495454545
20230824,-1.69401764444444,28.53782925
20230825,-2.3581880212766,25.2445072888889
20230826,-2.55626369565217,38.9402784090909
20230827,-1.833305375,37.6761915217391
20230828,0.519131642857143,29.4613723529412
20230829,-0.428675,27.1946935135135
20230830,-1.675655625,NA
20230831,-2.31055343478261,NA
20230901,-0.361331227272727,NA
20230902,2.06139053333333,NA
20230903,-0.526499790697674,25.9502494871795
20230904,-1.35401295454545,30.89141125
20230905,-1.96794208888889,32.3720460606061
20230906,-1.44328304761905,29.4927757692308
20230907,-1.88218023913043,40.9335573529412
20230908,-2.44364136363636,47.714953902439
20230909,-2.23342263043478,35.2465211904762
20230910,-2.22692084444444,23.4433282926829
20230911,-1.64136710869565,22.8665902173913
20230912,-2.35793263043478,21.1627265217391
20230913,-1.5357021212766,33.0348108695652
20230914,-2.94112056756757,29.57535271875
20230915,-1.09278179069767,26.6974462162162
20230916,NA,NA
20230917,NA,NA
20230918,NA,NA
20230919,NA,NA
20230920,NA,NA
20230921,NA,NA
20230922,NA,NA
20230923,NA,NA
20230924,NA,NA
20230925,NA,NA
20230926,NA,NA
20230927,-1.08340255319149,15.3221184285714
20230928,NA,NA
20230929,-1.99018917416667,3.99771605744681
20230930,-1.95139844680851,5.93659289
20231001,-2.00090260416667,NA
20231002,-2.21893723404255,NA
20231003,-1.50057429166667,NA
20231004,-1.77332452083333,NA
20231005,-1.35968934090909,NA
20231006,-1.53793776190476,NA
20231007,-2.10548468085106,NA
20231008,-2.36928175,NA
20231009,-1.976511575,NA
20231010,0.0413358930232558,NA
20231011,NA,NA
20231012,0.703184719512195,NA
20231013,-2.84434026666667,NA
20231014,-1.09141448837209,NA
20231015,-0.9216400625,NA
20231016,-2.812772,NA
20231017,-2.377881,NA
20231018,-2.25849288636364,NA
20231019,-1.87976930232558,NA
20231020,-1.08784197826087,NA
20231021,-1.72689788095238,NA
20231022,-0.7915424,NA
20231023,-0.426179348837209,NA
20231024,-0.836053595744681,2.1253042
20231025,-1.68167738958333,-1.67875935128205
20231026,-1.52975760416667,1.3339814893617
20231027,-0.519027083333333,NA
20231028,-0.408262956521739,NA
20231029,-1.12811425,NA
20231030,-0.447971934782609,NA
20231031,0.906399933333333,NA
20231101,-1.93420860416667,NA
20231102,-1.90989313043478,NA
20231103,-1.86969662142857,NA
20231104,-1.21282417073171,NA
20231105,-2.11847333333333,NA
20231106,-3.20022505405405,NA
20231107,-0.193859189130435,NA
20231108,-1.1119164,NA
20231109,-0.560532022222222,NA
20231110,2.25296982222222,NA
20231111,2.73975635813953,NA
20231112,1.41539902391304,NA
20231113,NA,NA
20231114,NA,NA
20231115,NA,NA
20231116,2.79933846666667,NA
20231117,NA,NA
20231118,NA,NA
20231119,NA,NA
20231120,NA,NA
20231121,NA,NA
20231122,NA,NA
20231123,NA,NA
20231124,NA,NA
20231125,NA,NA
20231126,NA,NA
20231127,NA,NA
20231128,NA,NA
20231129,NA,NA
20231130,NA,NA
20231201,NA,NA
20231202,NA,NA
20231203,NA,NA
20231204,NA,NA
20231205,NA,NA
20231206,NA,19.981572
20231207,NA,7.12051955555556
20231208,NA,NA
20231209,-0.649208071428571,NA
20231210,NA,NA
20231211,NA,NA
20231212,NA,NA
20231213,NA,NA
20231214,-0.7188748125,NA
20231215,-0.0498967145833334,NA
20231216,-0.274096564102564,NA
20231217,NA,NA
20231218,NA,NA
20231219,NA,NA
20231220,NA,NA
20231221,-0.426597,NA
20231222,-0.184826638297872,NA
20231223,-0.25027502173913,NA
20231224,NA,NA
20231225,0.285489531914894,NA
20231226,-0.281532113043478,NA
20231227,NA,NA
20231228,NA,NA
20231229,NA,NA
20231230,NA,NA
20231231,NA,NA
