"date","FCmean","FCH4mean","LEmean"
20120202,NA,NA,NA
20120203,NA,NA,NA
20120204,NA,NA,NA
20120205,NA,NA,NA
20120206,NA,NA,NA
20120207,NA,140.846424242424,NA
20120208,NA,26.731,50.2534042553191
20120209,NA,39.0603157894737,33.4427391304348
20120210,NA,-34.25536,NA
20120211,NA,43.7737826086957,52.3818222222222
20120212,NA,52.3352666666667,NA
20120213,NA,25.0958064516129,NA
20120214,NA,19.0712692307692,NA
20120215,NA,NA,NA
20120216,NA,79.3767142857143,NA
20120217,NA,164.884194444444,NA
20120218,NA,NA,NA
20120219,NA,29.5009032258065,NA
20120220,NA,63.8923783783784,NA
20120221,NA,21.5259666666667,NA
20120222,NA,36.033275862069,NA
20120223,NA,29.0154358974359,NA
20120224,NA,49.1244,NA
20120225,NA,108.502285714286,NA
20120226,NA,NA,NA
20120227,NA,NA,NA
20120228,NA,NA,NA
20120229,NA,12.5056,NA
20120301,NA,9.82517142857143,NA
20120302,NA,3.01182222222222,NA
20120303,NA,67.1714054054054,NA
20120304,NA,29.1611666666667,NA
20120305,NA,24.8868888888889,NA
20120306,NA,30.5697272727273,NA
20120307,NA,75.5043333333333,NA
20120308,NA,NA,NA
20120309,NA,NA,NA
20120310,NA,63.75015625,32.5068666666667
20120311,NA,NA,NA
20120312,NA,NA,NA
20120313,NA,NA,NA
20120314,NA,NA,NA
20120315,NA,NA,NA
20120316,NA,NA,NA
20120317,NA,NA,NA
20120318,NA,NA,NA
20120319,NA,NA,NA
20120320,NA,NA,NA
20120321,NA,NA,NA
20120322,NA,NA,NA
20120323,NA,NA,NA
20120324,NA,132.367586206897,NA
20120325,NA,138.84771875,NA
20120326,NA,NA,NA
20120327,NA,90.1226,NA
20120328,NA,129.234208333333,NA
20120329,NA,NA,NA
20120330,NA,NA,NA
20120331,NA,125.100708333333,NA
20120401,NA,NA,NA
20120402,NA,NA,NA
20120403,NA,NA,59.0837209302326
20120404,NA,NA,NA
20120405,NA,NA,NA
20120406,NA,NA,NA
20120407,NA,NA,NA
20120408,NA,NA,NA
20120409,NA,NA,NA
20120410,NA,NA,NA
20120411,NA,NA,NA
20120412,NA,123.132181818182,NA
20120413,NA,125.175457142857,NA
20120414,NA,121.229423076923,NA
20120415,NA,NA,NA
20120416,NA,NA,NA
20120417,NA,NA,NA
20120418,NA,NA,NA
20120419,NA,NA,NA
20120420,NA,NA,NA
20120421,NA,104.64825,NA
20120422,NA,85.1855777777778,NA
20120423,NA,80.593243902439,89.0186744186046
20120424,NA,78.2615161290323,NA
20120425,NA,74.1788823529412,NA
20120426,NA,77.4121914893617,NA
20120427,NA,90.8206818181818,NA
20120428,NA,95.0902340425532,NA
20120429,NA,81.6833333333333,NA
20120430,NA,75.4483488372093,NA
20120501,NA,81.0856842105263,NA
20120502,NA,88.9411891891892,NA
20120503,NA,97.3001086956522,NA
20120504,NA,151.409258064516,NA
20120505,NA,162.771375,NA
20120506,NA,135.208371428571,NA
20120507,NA,206.003821428571,NA
20120508,NA,184.469838709677,NA
20120509,NA,126.360255813953,NA
20120510,NA,157.861952380952,NA
20120511,NA,96.9258333333333,NA
20120512,NA,NA,NA
20120513,NA,115.327310344828,NA
20120514,NA,99.0611785714286,NA
20120515,NA,129.975783783784,NA
20120516,NA,133.632052631579,NA
20120517,NA,87.0591,NA
20120518,NA,111.404764705882,NA
20120519,NA,114.1659375,NA
20120520,NA,204.951571428571,NA
20120521,NA,114.468457142857,NA
20120522,NA,127.246925925926,NA
20120523,NA,NA,NA
20120524,NA,NA,NA
20120525,NA,NA,NA
20120526,NA,NA,NA
20120527,NA,NA,NA
20120528,NA,NA,NA
20120529,NA,NA,NA
20120530,NA,NA,NA
20120531,NA,NA,NA
20120601,NA,93.6471379310345,NA
20120602,NA,102.020903225806,NA
20120603,NA,112.488911764706,NA
20120604,NA,75.6510882352941,NA
20120605,NA,61.0769142857143,NA
20120606,NA,76.7075185185185,NA
20120607,NA,90.9396,NA
20120608,NA,90.5684814814815,NA
20120609,NA,83.8000416666667,NA
20120610,NA,NA,NA
20120611,NA,NA,NA
20120612,NA,NA,NA
20120613,NA,NA,NA
20120614,NA,NA,NA
20120615,NA,NA,NA
20120616,NA,NA,NA
20120617,NA,NA,NA
20120618,NA,NA,61.5655813953488
20120619,NA,NA,72.9127441860465
20120620,NA,NA,NA
20120621,NA,NA,NA
20120622,NA,NA,NA
20120623,NA,NA,NA
20120624,NA,NA,NA
20120625,NA,NA,NA
20120626,NA,NA,NA
20120627,NA,NA,NA
20120628,NA,291.955428571429,NA
20120629,NA,292.10930952381,NA
20120630,NA,279.922282051282,NA
20120701,NA,290.433315789474,NA
20120702,NA,269.699428571429,NA
20120703,NA,249.270935483871,NA
20120704,NA,209.095848484848,NA
20120705,NA,214.24948,NA
20120706,NA,NA,NA
20120707,NA,223.833735294118,NA
20120708,NA,NA,NA
20120709,NA,225.035294117647,NA
20120710,NA,203.646151515152,NA
20120711,NA,216.631371428571,NA
20120712,NA,229.926378378378,NA
20120713,NA,223.903444444444,NA
20120714,NA,157.731441176471,NA
20120715,NA,NA,NA
20120716,NA,217.89525,NA
20120717,NA,306.8885,NA
20120718,NA,NA,NA
20120719,NA,NA,NA
20120720,NA,NA,NA
20120721,NA,271.184933333333,NA
20120722,NA,236.197071428571,NA
20120723,NA,NA,NA
20120724,NA,NA,NA
20120725,NA,NA,NA
20120726,NA,228.681538461538,NA
20120727,NA,233.53925,NA
20120728,NA,241.445297297297,NA
20120729,NA,235.319972222222,NA
20120730,NA,239.436930232558,NA
20120731,NA,259.291810810811,NA
20120801,NA,226.728487179487,NA
20120802,NA,236.419540540541,NA
20120803,NA,152.104851851852,NA
20120804,NA,NA,NA
20120805,NA,NA,NA
20120806,NA,247.2515,NA
20120807,NA,NA,NA
20120808,NA,187.98875,NA
20120809,NA,NA,NA
20120810,NA,173.83546875,NA
20120811,NA,172.658076923077,NA
20120812,NA,274.983692307692,NA
20120813,NA,189.22976,NA
20120814,NA,196.43453125,NA
20120815,NA,212.786258064516,NA
20120816,NA,NA,NA
20120817,NA,240.23296,NA
20120818,NA,NA,NA
20120819,NA,NA,NA
20120820,NA,333.394137931034,NA
20120821,NA,188.643933333333,NA
20120822,NA,132.52775,NA
20120823,NA,NA,NA
20120824,NA,174.105,NA
20120825,NA,250.686024390244,NA
20120826,NA,264.10868,NA
20120827,NA,NA,NA
20120828,NA,NA,NA
20120829,NA,NA,NA
20120830,NA,NA,NA
20120831,NA,NA,NA
20120901,NA,NA,NA
20120902,NA,NA,NA
20120903,NA,NA,NA
20120904,NA,NA,NA
20120905,NA,NA,NA
20120906,NA,315.410590909091,NA
20120907,NA,267.183685714286,NA
20120908,NA,249.703392857143,NA
20120909,NA,291.473743589744,NA
20120910,NA,207.288103448276,NA
20120911,NA,202.821107142857,NA
20120912,NA,202.782037037037,NA
20120913,NA,246.284533333333,NA
20120914,NA,237.410411764706,NA
20120915,NA,264.058103448276,NA
20120916,NA,237.361371428571,NA
20120917,NA,NA,NA
20120918,NA,173.834717948718,NA
20120919,NA,389.820971428571,NA
20120920,NA,199.408333333333,NA
20120921,NA,180.727243243243,NA
20120922,NA,112.747962962963,NA
20120923,NA,218.318821428571,NA
20120924,NA,278.805827586207,NA
20120925,NA,228.704323529412,NA
20120926,NA,178.466533333333,NA
20120927,NA,188.128212121212,NA
20120928,NA,259.042379310345,NA
20120929,NA,141.707291666667,NA
20120930,NA,187.200038461538,NA
20121001,NA,176.449060606061,NA
20121002,NA,176.120148148148,NA
20121003,NA,143.010666666667,NA
20121004,NA,153.386515151515,NA
20121005,NA,342.31475,NA
20121006,NA,9.97404166666666,NA
20121007,NA,77.9979361702128,NA
20121008,NA,147.487178571429,NA
20121009,NA,110.044333333333,NA
20121010,NA,136.410958333333,NA
20121011,NA,209.911444444444,NA
20121012,NA,156.895571428571,NA
20121013,NA,121.887805555556,NA
20121014,NA,114.786608695652,NA
20121015,NA,NA,NA
20121016,NA,135.654228571429,NA
20121017,NA,101.827837209302,NA
20121018,NA,135.53035483871,NA
20121019,NA,80.2055833333333,NA
20121020,NA,102.143791666667,NA
20121021,NA,100.75884,NA
20121022,NA,84.3852222222222,NA
20121023,NA,120.288171428571,NA
20121024,NA,79.5290833333333,NA
20121025,NA,85.4145172413793,NA
20121026,NA,NA,NA
20121027,NA,77.2018723404255,12.6273023255814
20121028,NA,71.9809534883721,NA
20121029,NA,78.0886666666667,NA
20121030,NA,39.9249705882353,NA
20121031,NA,69.40332,NA
20121101,NA,4.65080769230769,NA
20121102,NA,35.7864583333333,NA
20121103,NA,49.7201071428571,NA
20121104,NA,NA,NA
20121105,NA,81.3125517241379,NA
20121106,NA,52.2366486486486,NA
20121107,NA,69.3086153846154,NA
20121108,NA,119.120538461538,NA
20121109,NA,NA,NA
20121110,NA,66.2384,NA
20121111,NA,65.9792272727273,NA
20121112,NA,64.3229473684211,NA
20121113,NA,74.6477692307692,NA
20121114,NA,32.24675,NA
20121115,NA,NA,NA
20121116,NA,NA,NA
20121117,NA,NA,NA
20121118,NA,NA,NA
20121119,NA,NA,NA
20121120,NA,NA,NA
20121121,NA,NA,NA
20121122,NA,NA,NA
20121123,NA,NA,NA
20121124,NA,98.64672,NA
20121125,NA,NA,NA
20121126,NA,NA,NA
20121127,NA,37.089037037037,NA
20121128,NA,NA,NA
20121129,NA,70.3231612903226,NA
20121130,NA,280.151416666667,NA
20121201,NA,NA,NA
20121202,NA,36.2974166666667,NA
20121203,NA,40.2052,NA
20121204,NA,NA,NA
20121205,NA,NA,NA
20121206,NA,-46.87024,NA
20121207,NA,NA,NA
20121208,NA,44.29628,NA
20121209,NA,44.5118055555556,NA
20121210,NA,32.7558,NA
20121211,NA,93.9166279069767,10.9810869565217
20121212,NA,96.4256875,NA
20121213,NA,205.186791666667,NA
20121214,NA,13.4920666666667,NA
20121215,NA,39.6362413793103,NA
20121216,NA,NA,NA
20121217,NA,42.9488,NA
20121218,NA,NA,NA
20121219,NA,57.1289285714286,NA
20121220,NA,-6.34377777777778,NA
20121221,NA,18.5471944444444,NA
20121222,NA,NA,NA
20121223,NA,NA,NA
20121224,NA,NA,NA
20121225,NA,NA,NA
20121226,NA,NA,NA
20121227,NA,NA,NA
20121228,NA,NA,NA
20121229,NA,NA,NA
20121230,NA,NA,NA
20121231,NA,NA,NA
20130101,NA,NA,NA
20130102,NA,NA,NA
20130103,NA,NA,NA
20130104,NA,NA,NA
20130105,NA,NA,NA
20130106,NA,NA,NA
20130107,NA,NA,NA
20130108,NA,NA,NA
20130109,NA,NA,NA
20130110,NA,NA,NA
20130111,NA,NA,NA
20130112,NA,NA,NA
20130113,NA,NA,NA
20130114,NA,NA,NA
20130115,NA,NA,NA
20130116,NA,NA,NA
20130117,NA,NA,NA
20130118,NA,NA,NA
20130119,NA,NA,NA
20130120,NA,NA,NA
20130121,NA,NA,NA
20130122,NA,NA,NA
20130123,NA,NA,NA
20130124,NA,NA,NA
20130125,NA,NA,NA
20130126,NA,NA,NA
20130127,NA,NA,NA
20130128,NA,NA,NA
20130129,NA,NA,NA
20130130,NA,NA,NA
20130131,NA,NA,NA
20130201,NA,NA,NA
20130202,NA,NA,NA
20130203,NA,NA,NA
20130204,NA,NA,NA
20130205,NA,NA,NA
20130206,NA,NA,NA
20130207,NA,NA,NA
20130208,NA,NA,NA
20130209,NA,NA,NA
20130210,NA,NA,NA
20130211,NA,NA,NA
20130212,NA,NA,NA
20130213,NA,NA,NA
20130214,NA,NA,NA
20130215,NA,NA,NA
20130216,NA,NA,NA
20130217,NA,NA,NA
20130218,NA,NA,NA
20130219,NA,NA,NA
20130220,NA,NA,NA
20130221,NA,NA,NA
20130222,NA,NA,NA
20130223,NA,NA,NA
20130224,NA,NA,NA
20130225,NA,NA,NA
20130226,NA,NA,NA
20130227,NA,NA,NA
20130228,NA,NA,NA
20130301,NA,NA,NA
20130302,NA,NA,NA
20130303,NA,NA,NA
20130304,NA,NA,NA
20130305,NA,NA,NA
20130306,NA,NA,NA
20130307,NA,91.7764827586207,NA
20130308,NA,NA,NA
20130309,NA,45.6554054054054,NA
20130310,NA,26.944972972973,NA
20130311,NA,23.2423461538462,NA
20130312,NA,-5.91936666666667,NA
20130313,NA,29.2949642857143,NA
20130314,NA,89.4897333333333,NA
20130315,NA,-24.3584642857143,NA
20130316,NA,8.79141935483871,NA
20130317,NA,9.03094444444444,NA
20130318,NA,-1.08986666666667,NA
20130319,NA,42.4362,NA
20130320,NA,121.531571428571,NA
20130321,NA,28.2848055555556,NA
20130322,NA,25.3765263157895,NA
20130323,NA,21.8250833333333,NA
20130324,NA,12.26845,NA
20130325,NA,36.4459111111111,55.8240833333333
20130326,NA,37.6677380952381,NA
20130327,NA,34.9196666666667,NA
20130328,NA,9.05,NA
20130329,NA,8.41637037037037,NA
20130330,NA,5.44319230769231,NA
20130331,NA,NA,NA
20130401,NA,35.0339230769231,NA
20130402,NA,51.91448,NA
20130403,NA,NA,5.72890909090909
20130404,NA,NA,NA
20130405,NA,NA,NA
20130406,NA,NA,NA
20130407,NA,NA,NA
20130408,NA,NA,NA
20130409,NA,NA,NA
20130410,NA,NA,NA
20130411,NA,NA,NA
20130412,NA,NA,NA
20130413,NA,NA,NA
20130414,NA,NA,NA
20130415,NA,NA,NA
20130416,NA,108.9517,NA
20130417,NA,175.560113636364,NA
20130418,NA,126.632452380952,NA
20130419,NA,NA,NA
20130420,NA,153.428875,91.4487441860465
20130421,NA,133.673971428571,NA
20130422,NA,106.971305555556,NA
20130423,NA,94.1896888888889,NA
20130424,NA,97.086962962963,NA
20130425,NA,131.527466666667,NA
20130426,NA,111.229567567568,NA
20130427,NA,115.388846153846,NA
20130428,NA,NA,NA
20130429,NA,255.96875862069,NA
20130430,NA,132.287333333333,NA
20130501,NA,125.60056,NA
20130502,NA,91.8020833333333,NA
20130503,NA,142.253457142857,NA
20130504,NA,91.1112972972973,NA
20130505,NA,64.2077380952381,75.6108372093023
20130506,NA,85.2430810810811,NA
20130507,NA,19.0660689655172,NA
20130508,NA,91.6292413793103,NA
20130509,NA,86.6168,NA
20130510,NA,NA,NA
20130511,NA,NA,NA
20130512,NA,NA,NA
20130513,NA,101.689205882353,NA
20130514,NA,85.07821875,NA
20130515,NA,93.2343333333333,NA
20130516,NA,69.66040625,NA
20130517,NA,88.9946060606061,NA
20130518,NA,133.280783783784,NA
20130519,NA,141.635413793103,NA
20130520,NA,169.907037037037,NA
20130521,NA,185.410529411765,NA
20130522,NA,225.77164,NA
20130523,NA,193.002259259259,NA
20130524,NA,185.974611111111,NA
20130525,NA,221.185923076923,NA
20130526,NA,197.504944444444,NA
20130527,NA,172.946482758621,NA
20130528,NA,165.446782608696,NA
20130529,NA,NA,NA
20130530,NA,NA,NA
20130531,NA,239.439074074074,NA
20130601,NA,261.804956521739,NA
20130602,NA,284.04248,NA
20130603,NA,243.076172413793,NA
20130604,NA,243.672742857143,NA
20130605,NA,286.04830952381,66.3212325581395
20130606,NA,255.80692,NA
20130607,NA,206.956518518519,NA
20130608,NA,313.776,NA
20130609,NA,NA,NA
20130610,NA,241.19932,NA
20130611,NA,246.948566666667,NA
20130612,NA,279.852538461538,NA
20130613,NA,NA,NA
20130614,NA,251.88616,NA
20130615,NA,291.607,NA
20130616,NA,NA,NA
20130617,NA,255.420777777778,NA
20130618,NA,256.627470588235,NA
20130619,NA,147.417961538462,NA
20130620,NA,163.8116,NA
20130621,NA,NA,NA
20130622,NA,NA,NA
20130623,NA,232.096269230769,NA
20130624,NA,NA,NA
20130625,NA,NA,NA
20130626,NA,NA,NA
20130627,NA,NA,NA
20130628,NA,211.036717948718,NA
20130629,NA,220.3615,NA
20130630,NA,151.65764516129,NA
20130701,NA,129.119823529412,NA
20130702,NA,177.96296969697,NA
20130703,NA,121.534966666667,NA
20130704,NA,178.510384615385,NA
20130705,NA,66.9167916666667,NA
20130706,NA,82.7945,NA
20130707,NA,123.6504,NA
20130708,NA,136.630837837838,NA
20130709,NA,171.464733333333,NA
20130710,NA,136.251195121951,NA
20130711,NA,188.483868421053,NA
20130712,NA,178.4304375,NA
20130713,NA,175.013848484848,NA
20130714,NA,136.963720930233,NA
20130715,NA,124.5632,NA
20130716,NA,259.320290322581,NA
20130717,NA,213.393285714286,NA
20130718,NA,198.047457142857,NA
20130719,NA,220.273,NA
20130720,NA,136.759769230769,NA
20130721,NA,158.77775862069,NA
20130722,NA,209.288026315789,NA
20130723,NA,249.324466666667,NA
20130724,NA,242.145651162791,NA
20130725,NA,247.344488888889,NA
20130726,NA,222.209568181818,NA
20130727,NA,216.622,NA
20130728,NA,207.235875,NA
20130729,NA,269.668153846154,NA
20130730,NA,206.228897435897,NA
20130731,NA,214.006666666667,NA
20130801,NA,219.613775,NA
20130802,NA,267.768942857143,NA
20130803,NA,126.554342105263,NA
20130804,NA,165.757441860465,NA
20130805,NA,161.757595238095,NA
20130806,NA,151.137976190476,NA
20130807,NA,131.457906976744,NA
20130808,NA,150.223833333333,NA
20130809,NA,142.621886363636,NA
20130810,NA,99.8018048780488,NA
20130811,NA,102.1819375,NA
20130812,NA,128.003076923077,NA
20130813,NA,NA,NA
20130814,NA,NA,NA
20130815,NA,156.117357142857,NA
20130816,NA,208.9221875,NA
20130817,NA,195.041615384615,NA
