"date","FCmean","FCH4mean","LEmean"
20230920,NA,105.897244117647,NA
20230921,NA,136.589331034483,NA
20230922,NA,90.0859583333333,NA
20230923,NA,68.53379375,NA
20230924,NA,31.4397775,NA
20230925,NA,NA,NA
20230926,NA,NA,NA
20230927,NA,55.5530294117647,NA
20230928,NA,53.5321659090909,NA
20230929,NA,65.03092,NA
20230930,NA,62.94458025,NA
20231001,NA,69.8227512820513,NA
20231002,NA,75.5109966666667,NA
20231003,NA,76.787256097561,NA
20231004,NA,89.2984,NA
20231005,NA,89.2587051282051,NA
20231006,NA,117.148299210526,NA
20231007,NA,191.367111111111,NA
20231008,NA,124.767795,NA
20231009,NA,109.783121052632,NA
20231010,NA,58.5308794117647,NA
20231011,NA,NA,NA
20231012,NA,68.4669717948718,NA
20231013,NA,105.873109666667,NA
20231014,NA,79.428604,NA
20231015,NA,76.8328769230769,NA
20231016,NA,58.6266790697674,NA
20231017,NA,64.5530082051282,NA
20231018,NA,NA,NA
20231019,NA,NA,NA
20231020,NA,NA,NA
20231021,NA,NA,NA
20231022,NA,NA,NA
20231023,NA,NA,NA
20231024,NA,56.8736333333333,NA
20231025,NA,45.4727397555556,NA
20231026,NA,67.9612224390244,NA
20231027,NA,48.7424923684211,NA
20231028,NA,46.6169182857143,NA
20231029,NA,62.0035485714286,NA
20231030,NA,103.05414137931,NA
20231031,NA,70.2323837209302,NA
20231101,NA,41.3850473684211,NA
20231102,NA,49.952486744186,NA
20231103,NA,37.3884628571429,NA
20231104,NA,195.718194230769,NA
20231105,NA,27.4525010344828,NA
20231106,NA,9.7923664,NA
20231107,NA,NA,NA
20231108,NA,22.8287169230769,NA
20231109,NA,63.551965625,NA
20231110,NA,NA,NA
20231111,NA,NA,NA
20231112,NA,NA,NA
20231113,NA,NA,NA
20231114,NA,NA,NA
20231115,NA,NA,NA
20231116,NA,NA,NA
20231117,NA,NA,NA
20231118,NA,NA,NA
20231119,NA,NA,NA
20231120,NA,NA,NA
20231121,NA,NA,NA
20231122,NA,NA,NA
20231123,NA,NA,NA
20231124,NA,NA,NA
20231125,NA,NA,NA
20231126,NA,NA,NA
20231127,NA,27.7776084090909,NA
20231128,NA,39.2554294594595,NA
20231129,NA,57.5467010810811,NA
20231130,NA,45.9710970588235,NA
20231201,NA,45.042804516129,NA
20231202,NA,NA,NA
20231203,NA,40.6579766666667,NA
20231204,NA,37.7335006896552,NA
20231205,NA,19.3581807692308,NA
20231206,NA,41.4933394242424,NA
20231207,NA,35.5112446875,NA
20231208,NA,25.32052,NA
20231209,NA,14.8635508,NA
20231210,NA,27.17512,NA
20231211,NA,78.2527735294118,NA
20231212,NA,136.997041176471,NA
20231213,NA,77.3216391891892,NA
20231214,NA,NA,NA
20231215,NA,NA,NA
20231216,NA,NA,NA
20231217,NA,NA,NA
20231218,NA,NA,NA
20231219,NA,NA,NA
20231220,NA,NA,NA
20231221,NA,NA,NA
20231222,NA,NA,NA
20231223,NA,NA,NA
20231224,NA,NA,NA
20231225,NA,NA,NA
20231226,NA,NA,NA
20231227,NA,NA,NA
20231228,NA,NA,NA
20231229,NA,NA,NA
20231230,NA,NA,NA
20231231,NA,NA,NA
